,compound,headline,neg,neu,pos,label
3341,-0.34,"Even more evidence hinting at a big Touch ID comeback for Apple's future iPhones, the latest iPhone 11 leak -- and what's different about Apple's newest MacBook Pros?",0.085,0.915,0.0,-1
3342,0.8591,"Amazon is getting into the health-tracking wearables space, according to a new report.  It would help Amazon learn more about customers and potentially corner the market on a demographic of older, sicker users that mirrors the aging American population.  Amazon is reportedly considering a health-tracking wearable — and a lot of people in the health industry think it makes perfect sense.",0.0,0.816,0.184,1
3343,0.4588,The FTC just hit mobile chipmaker Qualcomm’s profit engine with a sledgehammer. Here&apos;s why it matters.,0.0,0.765,0.235,1
3344,-0.836,The Dow Jones Industrial Average continued declining Thursday as the trade war between the U.S. and China intensified.  cut its second-quarter guidance amid lower revenue expectations resulting from the U.S. ban on business with Huawei Technologies.  beat Wall Street's first-quarter earnings expectations and confirmed its full-year profit guidance.,0.205,0.745,0.05,-1
3345,0.3612,"shares extended declines Thursday, while Tesla Inc.  China's Commerce Ministry said Thursday U.S. actions have increased the risk of a trade war, as well as a global economic recession, and cautioned that Beijing will take any needed steps in order to protect the interest of Chinese firms.  ""It's clear that China will attempt to minimize its reliance on foreign countries to provide critical hardware and software,"" said ING's Asia economist Iris Pang.",0.13,0.7,0.17,1
3346,-0.4019,American Elements CEO Michael Silver joins CNBC's &quot;Squawk Alley&quot; team to discuss trade tensions and the rare earth market both in the U.S. and in China.,0.097,0.903,0.0,-1
3347,-0.7096,"The Philadelphia Semiconductor Index breached its 200-day moving average for the first time since February on Thursday.  Huawei, which the Trump administration has labeled a national security threat, is at the center of the trade war with China.",0.167,0.778,0.055,-1
3348,-0.3506,"UBS analyst Timothy Arcuri wrote Thursday that purchase intent for Apple Inc.&apos;s  looks to be stabilizing in most of the world, except for in China. His firm&apos;s survey of smartphone owners found that only 17% of Chinese respondents plan to purchase an iPhone in the next 12 months, compared with 22% when the survey was last conducted in October. &quot;The survey has been directionally accurate in predicting demand for the next 12 months,&quot; Arcuri wrote. He said that Apple&apos;s China numbers face easier comparisons going forward but are still high in the next six months. &quot;We do think a nationalistic movement - similar to the one we saw at the time of the arrest of Huawei&apos;s CFO in November - seems quite probable and would impact iPhone sales,&quot; Arcuri wrote of trade tensions between the U.S. and China. He cut his price target to $225 from $235 but maintained a buy rating on shares, which are off 2.4% in Thursday&apos;s session. Apple&apos;s stock has gained 13% so far this year, as the Dow Jones Industrial Average  has risen almost 9%.",0.056,0.901,0.043,-1
3349,-0.6597,"Apple stock is getting hit by concerns about the trade war, a lengthening smartphone sales cycle, and slowing Chinese demand for the iPhone.",0.213,0.787,0.0,-1
3350,0.0,Style Box ETF report for EPS,0.0,1.0,0.0,0
3351,0.8957,"Bernstein analyst Toni Sacconaghi wrote Thursday that Apple Inc.  needs to succeed with its new services offerings given that he predicts the company&apos;s existing services business could start showing growth of less than 10% in the next three or four years. &quot;Services growth is critical in driving Apple&apos;s overall top line, as well as potentially stabilizing overall company gross margins, which have fallen in each of the last five years,&quot; he wrote. &quot;Given that Apple&apos;s installed base should be relatively flat going forward, services growth will likely depend entirely on additional [average revenue per user] expansion, whether through new offerings or increased monetization of existing businesses.&quot; Sacconaghi sees some potential in newer services. He estimates that Apple&apos;s advertising business could bring in $3 billion to $4 billion in revenue over the next three to five years, while AppleTV+ could bring in $3 billion to $6 billion. &quot;On net, we consider these findings to be incrementally bullish, but also heavily contingent on strong execution,&quot; wrote Sacconaghi, who has a market perform rating and $190 target on the stock. Apple shares are down 1.8% in midday trading Thursday, though they&apos;re up 14% on the year. The Dow Jones Industrial Average  has risen 9% in that time.",0.025,0.885,0.089,1
3352,-0.0772,"Mizuho analyst Vijay Rakesh cut his rating on Qualcomm Inc. shares  to neutral from buy on Thursday, after a federal judge sided with the Federal Trade Commission and ruled that the company violated antitrust law with its patent royalties. &quot;The limited clarity as the case goes to appeals to the Ninth District and potentially the Supreme Court, and uncertainty if recent license agreements with Apple , Samsung  and China NDRC can still be upheld, inserts a significant overhang on Qualcomm,&quot; Rakesh wrote. The ruling &quot;could potentially drive EPS down 50%+ in a worst case scenario,&quot; he continued. Shares are off 2.6% in Thursday trading after dropping nearly 11% in Wednesday&apos;s session. The stock remains up 19% on the year, as the S&P 500  has risen 13%.",0.1,0.796,0.105,0
3353,0.6486,"The potential scenario of Tesla being acquired attracted renewed attention this week when news broke that Apple reportedly bid $240 a share for Tesla back in 2013.  Tesla shares have tumbled now to roughly $197 a share, although taking into account the additional shares Tesla has issued and the debt it's taken on means an acquisition now would still cost significantly more than it would have in 2013, as Real Money columnist Timothy Collins pointed out.",0.063,0.799,0.138,1
3354,-0.891,"Wall Street's main indexes fell more than  1% on Thursday, as technology stocks were hammered by fears that  the U.S.-China trade spat could turn into a tech cold war  between the two countries.  Trade-sensitive industrials slipped nearly 2%,  hurt by losses in shares of bellwethers Boeing Co and  Caterpillar Inc.",0.217,0.746,0.037,-1
3355,-0.836,The Dow Jones Industrial Average continued to slide Thursday as the trade war between the U.S. and China intensified.  cut its second-quarter guidance amid lower revenue expectations resulting from the U.S. ban on business with Huawei Technologies.  beat Wall Street's first-quarter earnings expectations and confirmed its full-year profit guidance.,0.201,0.75,0.049,-1
3356,-0.1531,"NEW YORK, May 23, 2019 -- Levi & Korsinsky, LLP announces that class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies..",0.062,0.938,0.0,-1
3357,-0.3612,U.S. equities are in retreat as a U.S.-China trade spat simmered and the Fed failed to give stocks a lift from the minutes of the latest meeting.,0.117,0.819,0.064,-1
3358,0.3818,Top Technology Stocks Top Technology Stocks MSFT 1 03 MSFT 1 03 AAPL 1 69 AAPL 1 69 IBM 0 99 IBM 0 99 CSCO 0 97 CSCO 0 97 GOOG 0 82 GOOG 0 82 Leading technology stocks were sinking in Thursday s pre market trade Leading technology stocks were sinking in Thursday,0.0,0.919,0.081,1
3359,0.3818,Top Technology Stocks Top Technology Stocks MSFT 1 03 MSFT 1 03 AAPL 1 69 AAPL 1 69 IBM 0 99 IBM 0 99 CSCO 0 97 CSCO 0 97 GOOG 0 82 GOOG 0 82 Leading technology stocks were sinking in Thursday s pre market trade Leading technology stocks were sinking in Thursday,0.0,0.919,0.081,1
3360,0.8689,"Chinese consumers are increasingly favoring domestic brands after the U.S. stepped up its action against Huawei, according to South China Morning Post.  Comments like ""support Huawei"" and ""hang in there"" have become increasingly popular on Chinese social media platforms, the paper says.  Apple, a big player in China, is sitting in the crossfire of the tit-for-tat tariffs between the U.S. and China.",0.0,0.841,0.159,1
