publication_date,compound,headline,neg,neu,pos,label
2016-08-22 11:25:20,0.5106,Pfizer Tops Sanofi in $14 Billion Medivation Deal,0.0,0.68,0.32,1
2016-08-22 11:38:42,-0.296,"Global stocks, oil turn lower ahead of Fed meeting",0.216,0.784,0.0,-1
2016-08-22 11:38:47,-0.5574,Pfizer agrees to buy cancer behemoth Medivation for $14 billion,0.31,0.563,0.127,-1
2016-08-22 11:41:19,0.4404,Pfizer buying Medivation in deal valued at about $14B,0.0,0.734,0.266,1
2016-08-22 11:48:33,0.0,Pfizer says acquiring Medivation for $14 bn,0.0,1.0,0.0,0
2016-08-22 11:48:54,0.0,"Early movers: MDVN, PFE, CST, ISIL, SYT, FB, VIAB, VLKAY, JPM, MAT & more",0.0,1.0,0.0,0
2016-08-22 11:55:16,0.0,Pfizer Pays a Big Premium for Medivation,0.0,1.0,0.0,0
2016-08-22 12:01:25,0.0,Pfizer says acquiring Medivation for $14 billion,0.0,1.0,0.0,0
2016-08-22 12:13:15,0.4939,"PFIZER INC Files SEC form 8-K, Entry into a Material Definitive Agreement, Other Events, Financial Statements and Exh",0.0,0.833,0.167,1
2016-08-22 12:14:04,0.0,Pfizer to buy Medivation in $US14b deal,0.0,1.0,0.0,0
2016-08-22 12:28:02,0.0,"Sanofi says talked with Medivation, but will be ""disciplined"" acquirer",0.0,1.0,0.0,0
2016-08-22 12:30:11,0.3818,Pfizer buying biopharm firm focused on oncology for $14B,0.0,0.755,0.245,1
2016-08-22 12:36:00,-0.0516,Morning Movers: Medivation Soars as Pfizer Wins Bidding War; Valeant Jumps,0.235,0.542,0.223,0
2016-08-22 12:37:00,0.0,Pfizer''s Medivation Deal Latest in Long Line of Similar Acquisitions,0.0,1.0,0.0,0
2016-08-22 12:53:32,-0.6597,BOUTIQUE BLOWOUT: 3 tiny firms will make a killing on a $14 billion pharma deal,0.286,0.714,0.0,-1
2016-08-22 13:07:00,-0.2263,"McDonald's, Verizon And 3 Others That May Drag Down The Dow",0.174,0.826,0.0,-1
2016-08-22 13:09:50,-0.4767,Pfizer boosts cancer drug pipeline with $14 bln Medivation deal,0.299,0.544,0.156,-1
2016-08-22 13:11:00,0.0,Pfizer Is Buying Medivation for $14 Billion,0.0,1.0,0.0,0
2016-08-22 13:16:17,0.0,"Why Pfizer, Medivation, GM, and 2 Other Stocks Have Investors Talking",0.0,1.0,0.0,0
2016-08-22 13:17:00,-0.6597,Pfizer To Buy Cancer Drug Firm Medivation For £10bn,0.355,0.645,0.0,-1
2016-08-22 13:20:17,-0.0258,Blog Coverage Pfizer Gets Negative News from UKs MHRA and Positive News from US FDA,0.182,0.64,0.177,0
2016-08-22 13:20:31,0.4939,"Health Care Sector Update for 08/22/2016: FMS, MDVN, JNJ, PFE, ABT, MRK, AMGN",0.0,0.789,0.211,1
2016-08-22 13:20:33,-0.296,"Stocks Futures Trade Lower as Fischer, Oil Weighs on Wall Street",0.18,0.82,0.0,-1
2016-08-22 13:20:43,0.4767,"Deals of the Day: Pfizer Nabs Medivation, Syngenta Deal Gets U.S. Approval",0.0,0.78,0.22,1
2016-08-22 13:44:55,-0.2732,"U.S. Futures Defensive on Lower Oil, Hawkish Fed; Pfizer to Buy Medivation for $14 Bln",0.135,0.798,0.067,-1
2016-08-22 13:45:00,0.6408,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Announces an Investigation Concerning Whether the Sale of Medivation, Inc. to Pfizer Inc. is Fair to Shareholders -- MDVN",0.0,0.808,0.192,1
2016-08-22 13:48:28,-0.0516,Pfizer's (PFE) Pain Drug Troxyca ER Receives FDA Approval,0.246,0.522,0.231,0
2016-08-22 13:53:11,-0.6597,Pfizer Will Buy Cancer Drugmaker Medivation For $14 Billion,0.355,0.645,0.0,-1
2016-08-22 13:57:25,-0.296,Wall Street opens lower as Pfizer seals Medivation deal,0.216,0.784,0.0,-1
2016-08-22 14:01:02,0.3182,"M&A Boosts Intersil, Syngenta and Medivation in Pre-Market",0.0,0.753,0.247,1
2016-08-22 14:06:00,0.0,Pfizer buys Medivation $14 billion cash,0.0,1.0,0.0,0
2016-08-22 14:10:02,0.0,"Stock Market News for August 22, 2016",0.0,1.0,0.0,0
2016-08-22 14:20:00,0.5984,Pfizer Won the Bidding War for Medivation But Is It Really a Win?,0.188,0.435,0.377,1
2016-08-22 14:21:32,0.0,"Nasdaq Turns Up; Medivation, Syngenta, Intersil Soar On Merger News",0.0,1.0,0.0,0
2016-08-22 14:26:00,0.0,More Squawk from Jim Cramer: Pfizer Buys Medivation (MDVN) for $14 Billion,0.0,1.0,0.0,0
2016-08-22 14:28:39,0.4215,Pfizer spent $14 billion on a company with just one approved drug — here's why that's a game-changer,0.0,0.833,0.167,1
2016-08-22 14:28:48,-0.296,Wall Street lower as investors react to Pfizer deal,0.216,0.784,0.0,-1
2016-08-22 14:39:37,0.0,Understanding Medivation’s Premium Valuation,0.0,1.0,0.0,0
2016-08-22 14:48:45,-0.4019,"Pfizer to Buy Medivation for $14B, Boost Cancer Franchise",0.312,0.496,0.191,-1
2016-08-22 14:50:26,0.0,Upstart banks just yanked another big deal away from Wall Street,0.0,1.0,0.0,0
2016-08-22 15:16:00,-0.128,"Crude Selloff, Health Care Rally Split Wall Street",0.287,0.465,0.248,-1
2016-08-22 15:23:36,0.0,Pfizer to acquire Medivation for $14 billion,0.0,1.0,0.0,0
2016-08-22 15:46:02,-0.296,Mid-Morning Market Update: Markets Mostly Lower; Pfizer To Buy Medivation For $14 Billion,0.155,0.845,0.0,-1
2016-08-22 15:46:45,-0.7906,Pfizer spends $14B on Medivation in cancer fight,0.538,0.462,0.0,-1
2016-08-22 15:57:44,0.0,Biotech stocks rally as investors bet on the next big tie-up,0.0,1.0,0.0,0
2016-08-22 16:07:00,0.0,"Incyte (INCY) Stock Rises on Takeover Speculation After $14 Billion Pfizer, Medivation Deal",0.0,1.0,0.0,0
2016-08-22 16:12:00,0.0,Pfizer's Deal to Buy Medivation May Give the Company Its Groove Back,0.0,1.0,0.0,0
2016-08-22 16:22:00,0.0,The takeover pipeline: Who will be next?,0.0,1.0,0.0,0
2016-08-22 16:22:57,0.0,[$$] Pfizer's Medivation Deal Latest in Long Line of Similar Acquisitions,0.0,1.0,0.0,0
2016-08-22 16:33:48,0.5106,Pfizer Claims Pharmaceutical's Latest Big Prize,0.0,0.602,0.398,1
2016-08-22 16:36:14,0.0,Monday links: work and drudgery,0.0,1.0,0.0,0
2016-08-22 16:37:05,0.3818,European stocks dip awaiting clear US rate outlook,0.0,0.729,0.271,1
2016-08-22 16:46:16,0.0,Medivation shareholders should be ‘thrilled’ about price of Pfizer deal: analysts,0.0,1.0,0.0,0
2016-08-22 16:52:31,0.3818,[$$] Medivation Ovation: Pfizer Pays the Price for Growth,0.0,0.755,0.245,1
2016-08-22 17:08:00,0.0,Pfizer to buy Medivation,0.0,1.0,0.0,0
2016-08-22 17:14:52,-0.5267,Biotechs Rise on Bet Medivation Losers Will Look to Next Deal,0.254,0.746,0.0,-1
2016-08-22 17:23:15,0.0,[$$] Pfizer/Medivation: combination therapy,0.0,1.0,0.0,0
2016-08-22 17:24:11,-0.6597,[$$] Pfizer makes $14bn bet on cancer drugmaker Medivation,0.355,0.645,0.0,-1
2016-08-22 17:42:49,0.0,ETFs in Focus on Pfizer's Medivation Acquisition,0.0,1.0,0.0,0
2016-08-22 17:47:13,0.296,Medivation's Shares Soar on Confirmation of a Pfizer Buyout,0.0,0.761,0.239,1
2016-08-22 17:54:50,-0.3612,Mid-Day Market Update: Crude Oil Down 2.8%; Intersil Shares Spike Higher,0.248,0.604,0.148,-1
2016-08-22 17:57:55,-0.6597,[$$] Pfizer swallows Medivation in effort to conquer cancer,0.355,0.645,0.0,-1
2016-08-22 18:47:00,-0.4404,Stocks Struggle for Direction as Jackson Hole Conference Looms,0.358,0.642,0.0,-1
2016-08-22 18:57:00,0.0,"After Medivation, These 6 Biotech Stocks Could Be M&A Targets Next",0.0,1.0,0.0,0
2016-08-22 19:46:49,0.0,"New Research Reports for Pfizer, Cisco & Visa",0.0,1.0,0.0,0
2016-08-22 20:00:11,0.0,STOCKS SEESAW: Here's what you need to know,0.0,1.0,0.0,0
2016-08-22 20:02:00,0.4019,Stocks Waver as Investors Wait for Fed Clarity,0.0,0.722,0.278,1
2016-08-22 20:05:36,0.4215,"Valeant Stock Jumps On CFO Appointment, As M&A Hopes Rise",0.0,0.763,0.237,1
2016-08-22 20:10:00,0.0,Here's a Reason Why Tesaro (TSRO) Stock Climbed Today,0.0,1.0,0.0,0
2016-08-22 20:26:16,-0.296,Stocks end mostly lower in quiet trade; oil prices decline,0.196,0.804,0.0,-1
2016-08-22 20:27:43,0.0,Pfizer-Medivation Deal Headlines Busy Merger Monday,0.0,1.0,0.0,0
2016-08-22 20:27:59,0.0,Pfizer's Medivation buy seen prescribing more biotech M&A,0.0,1.0,0.0,0
2016-08-22 20:29:12,0.0,Pfizer-Medivation Deal Reignites Biotech Buyout Speculation,0.0,1.0,0.0,0
2016-08-22 20:31:03,0.296,Medivation shares leap on Pfizer's $14 billion offer,0.0,0.761,0.239,1
2016-08-22 20:31:07,0.0,Stocks End Little-Changed; Zoe's Kitchen Plunges After Hours,0.0,1.0,0.0,0
2016-08-22 20:31:54,0.0,Medivation surges on Pfizer takeover as US markets stay flat,0.0,1.0,0.0,0
2016-08-22 20:43:10,0.0,Bernie Sanders Just Called Out Pfizer and Medivation on Twitter,0.0,1.0,0.0,0
2016-08-22 20:56:26,0.0,[$$] Marathon Oil slips on broad sector fall,0.0,1.0,0.0,0
2016-08-22 20:57:17,0.3612,"S&P 500, Dow industrials book a loss as oil snaps win streak",0.152,0.596,0.252,1
2016-08-22 20:58:39,0.4939,What's Driving the M&A in Health Care?,0.0,0.652,0.348,1
2016-08-22 21:01:47,-0.4767,Pfizer boosts cancer drug roster with $14 billion Medivation deal,0.299,0.544,0.156,-1
2016-08-22 21:06:09,0.5927,"Pfizer (PFE) Bought Medivation (MDVN), but is it a Good Deal?",0.0,0.7,0.3,1
2016-08-22 21:20:30,-0.296,"Close Update: Dow, S&P Close Lower On Oil While Nasdaq Buoyed by Biotechs",0.155,0.845,0.0,-1
2016-08-22 21:25:00,0.0,Biotech's next big deal?,0.0,1.0,0.0,0
2016-08-22 21:32:13,0.0,"In possible $14 billion ending, Medivation goes back to early days",0.0,1.0,0.0,0
2016-08-22 21:43:51,0.0,Markets focus on big mergers as global stocks are quiet,0.0,1.0,0.0,0
2016-08-22 21:46:38,0.0,Pfizer Inc. (PFE) Adds Oncology Muscle With Medivation Inc (MDVN),0.0,1.0,0.0,0
2016-08-22 21:59:00,0.0,"Final Trade: PFE, XRT, JCP & TGT",0.0,1.0,0.0,0
2016-08-22 22:46:06,0.0,Pfizer-Medivation Close to Signing $14B Acquisition Deal? (revised),0.0,1.0,0.0,0
2016-08-22 22:46:29,0.0,Is Microsoft Corporation (MSFT) the Next Apple?,0.0,1.0,0.0,0
2016-08-22 22:51:11,0.0,Pfizer Acquires Medivation,0.0,1.0,0.0,0
2016-08-22 22:54:24,-0.34,Stocks Calm As Crude Plunges; Busy Day For Medical Sector,0.264,0.571,0.164,-1
2016-08-22 23:01:00,0.0,Cramer: A Bunch of Semis Are Ripe for the Picking,0.0,1.0,0.0,0
2016-08-22 23:02:48,-0.2942,Cramer: Forget biotech! THIS is the next red-hot takeover group,0.196,0.804,0.0,-1
2016-08-22 23:19:00,-0.1027,Pfizer-Medivation cash deal is hard to justify: Analyst,0.167,0.833,0.0,-1
2016-08-23 00:04:30,0.0,PRESS DIGEST- British Business - August 23,0.0,1.0,0.0,0
2016-08-23 00:47:00,0.0,"BPMX Scores A Facelift, MDVN Says ""I Do"" To PFE, Europe Gets Its 1st HIV PrEP",0.0,1.0,0.0,0
2016-08-23 00:56:44,-0.6597,[$$] Pfizer Adds Key Cancer Drug With $14 Billion Medivation Deal,0.306,0.694,0.0,-1
2016-08-23 02:48:00,0.0,Deal for Medivation Is the Latest In a Line of Similar Acquisitions -- WSJ,0.0,1.0,0.0,0
2016-08-23 02:48:00,0.0,Pfizer to Acquire Key Drug -- WSJ,0.0,1.0,0.0,0
2016-08-23 03:05:11,0.1027,The $150 million winner — and the losers — in Pfizer's $14 billion takeout of Medivation,0.177,0.625,0.198,1
2016-08-23 03:36:00,0.3818,M&A is key to Pfizer's sales growth: Strategist,0.0,0.729,0.271,1
2016-08-23 03:45:36,0.1027,Asian stocks in summer lull as markets await Yellen speech,0.0,0.865,0.135,1
2016-08-23 04:09:24,0.0,[$$] Pfizer to Buy Medivation for $14 Billion,0.0,1.0,0.0,0
2016-08-23 04:09:26,0.0,[$$] Pfizer’s Medivation Deal Latest in Long Line of Similar Acquisitions,0.0,1.0,0.0,0
2016-08-23 04:18:41,0.0,PRESS DIGEST - Wall Street Journal - Aug 23,0.0,1.0,0.0,0
2016-08-23 04:23:40,0.0,PRESS DIGEST- New York Times business news - Aug 23,0.0,1.0,0.0,0
2016-08-23 07:53:00,0.5719,Jacobs Wins Contract For Pfizer Global Biotechnology Center In China,0.0,0.709,0.291,1
2016-08-23 08:41:24,0.0,"GLOBAL MARKETS-Stocks creep up amid Fed limbo, dollar dips",0.0,1.0,0.0,0
2016-08-23 08:50:08,-0.4019,"Pfizer to Buy Medivation for $14B, Boost Cancer Franchise (revised)",0.291,0.53,0.179,-1
2016-08-23 11:45:00,0.4019,Jacobs Awarded Design Contract for Pfizer Global Biotechnology Center in China,0.0,0.787,0.213,1
2016-08-23 12:08:04,0.0,Bristol-Myers Squibb and Pfizer to Present New Eliquis (apixaban) Analyses at ESC Congress 2016,0.0,1.0,0.0,0
2016-08-23 12:41:00,0.34,3 Value Stocks Senior Citizens Could Buy Right Now,0.0,0.745,0.255,1
2016-08-23 12:45:57,0.0,What Pfizer Gets in Its $14 Billion Medivation Deal,0.0,1.0,0.0,0
2016-08-23 12:47:00,0.0,Medivation (MDVN) Stock Downgraded After Pfizer Deal,0.0,1.0,0.0,0
2016-08-23 12:58:07,0.0,Pfizer Has Had A Busy M&A Year...Or Has It?,0.0,1.0,0.0,0
2016-08-23 13:00:46,0.4939,"Health Care Sector Update for 08/23/2016: CEMP, BSPM, JNJ, PFE, ABT, MRK, AMGN",0.0,0.789,0.211,1
2016-08-23 13:03:31,0.0,"Your first trade for Tuesday, August 23",0.0,1.0,0.0,0
2016-08-23 13:04:05,0.0,Pfizer’s Medivation Acquisition: What You Need to Know,0.0,1.0,0.0,0
2016-08-23 13:16:18,-0.6124,Pfizer Expands Cancer Drug Portfolio with the Acquisition of Medivation,0.319,0.58,0.101,-1
2016-08-23 13:30:18,0.0,"Deals of the Day: Apple Gets a Gliimpse, Pfizer's Steep Price",0.0,1.0,0.0,0
2016-08-23 13:38:49,-0.1027,"Tiger Cub Lee Ainslie Warns About Valuations, Reveals Major Q2 Moves",0.123,0.877,0.0,-1
2016-08-23 14:00:00,0.2023,Top 10 Shareholders of Pfizer (PFE),0.0,0.735,0.265,1
2016-08-23 14:10:02,0.0,"Stock Market News for August 23, 2016",0.0,1.0,0.0,0
2016-08-23 15:46:54,0.0,"Dow Movers: XOM, PFE",0.0,1.0,0.0,0
2016-08-23 18:39:00,0.8316,Pfizer & Medivation: A Big Win Like Gilead-Pharmasset or a Big Bust Like Bristol-Inhibitex?,0.0,0.476,0.524,1
2016-08-23 18:51:27,0.3182,"S&P 500, Nasdaq near records as housing data boosts stocks",0.0,0.796,0.204,1
2016-08-23 20:47:40,0.0,Stocks Finish Mixed Amid Summer Doldrums,0.0,1.0,0.0,0
2016-08-23 20:47:44,0.7906,"Why Intersil Corp (ISIL), Medivation Inc (MDVN) and United States Steel Corporation (X) Are 3 of Today’s Best Stocks",0.0,0.696,0.304,1
2016-08-23 20:48:17,0.7959,The 3 Best Fidelity ETFs … No Matter Who Wins the Election!,0.126,0.343,0.531,1
2016-08-23 21:09:46,0.4576,"After Hours Most Active for Aug 23, 2016 :  ESRX, AAPL, LMT, WIX, CSCO, MSFT, EMC, AMAT, WFT, PFE, BAC, C",0.0,0.857,0.143,1
2016-08-23 22:47:32,0.0,"Pfizer Acquires Medivation, Renews Biotech M&A Bets",0.0,1.0,0.0,0
2016-08-23 23:21:31,0.0,U.S. Market Indexes Higher on Tuesday,0.0,1.0,0.0,0
2016-08-24 02:14:00,0.0,Pfizer Acquires Rights Of AstraZeneca's Small Molecule Anti-infectives Business,0.0,1.0,0.0,0
2016-08-24 03:02:00,0.0,AstraZeneca Sells Part of Antibiotics Business to Pfizer for Up to $1.575 Billion,0.0,1.0,0.0,0
2016-08-24 04:15:00,0.0,Pfizer Buys Part of AstraZeneca's Antibiotics Business,0.0,1.0,0.0,0
2016-08-24 04:15:00,0.0,AstraZeneca Sells Part of its Antibiotics Business to Pfizer,0.0,1.0,0.0,0
2016-08-24 04:15:00,0.0,AstraZeneca Sells Part of Antibiotics Business to Pfizer,0.0,1.0,0.0,0
2016-08-24 04:15:00,0.0,Pfizer Buys Part of AstraZeneca''s Antibiotics Business,0.0,1.0,0.0,0
2016-08-24 04:31:00,0.0,AstraZeneca Sells Part of its Antibiotics Business to Pfizer -- Update,0.0,1.0,0.0,0
2016-08-24 05:33:00,0.0,Pfizer Buys Part of AstraZeneca''s Antibiotics Business -- 2nd Update,0.0,1.0,0.0,0
2016-08-24 06:00:00,0.0,Pfizer to Acquire Small Molecule Anti-Infective Business from AstraZeneca,0.0,1.0,0.0,0
2016-08-24 06:09:54,0.0,Pfizer to Buy Antibiotics From AstraZeneca for $725 Million,0.0,1.0,0.0,0
2016-08-24 06:15:05,0.0,AstraZeneca to sell antibiotics business to Pfizer,0.0,1.0,0.0,0
2016-08-24 06:38:01,0.0,Pfizer To Acquire Small Molecule Anti-Infective Business From AstraZeneca,0.0,1.0,0.0,0
2016-08-24 07:48:21,0.0,Pfizer to buy antibiotics business from AstraZeneca,0.0,1.0,0.0,0
2016-08-24 08:32:58,0.0,AstraZeneca sells part of antibiotics unit to Pfizer,0.0,1.0,0.0,0
2016-08-24 09:56:08,0.0,What does AstraZeneca plc’s deal with Pfizer mean for shareholders?,0.0,1.0,0.0,0
2016-08-24 10:50:00,0.0,10 things you need to know today,0.0,1.0,0.0,0
2016-08-24 11:01:00,0.0,Pfizer Picks Up AstraZeneca's Antibiotics Business,0.0,1.0,0.0,0
2016-08-24 11:27:00,0.0,"U.S. stock futures search for firm direction, marooned in wait for Yellen",0.0,1.0,0.0,0
2016-08-24 12:00:23,-0.2263,Forget About That Pfizer Mega-Merger,0.322,0.678,0.0,-1
2016-08-24 12:00:29,0.0,Pfizer: Let's Stay Together,0.0,1.0,0.0,0
2016-08-24 12:08:53,0.4995,"Early movers: FIT, TSLA, PFE, LZB, CLVS, NMBL & more",0.0,0.712,0.288,1
2016-08-24 12:47:16,0.5719,Jacobs Wins Pfizer's Chinese Bio-Facility Project Contract,0.0,0.619,0.381,1
2016-08-24 12:50:11,0.0,AstraZeneca selling antibiotic unit to Pfizer for $725M,0.0,1.0,0.0,0
2016-08-24 12:51:00,0.0,Stock Futures Little Changed in Wait for Friday's Yellen Speech,0.0,1.0,0.0,0
2016-08-24 13:00:22,0.0,"Apple, McDonald’s, Yahoo: 5 Stocks Hedge Funds Were Getting Rid of During Q2",0.0,1.0,0.0,0
2016-08-24 13:04:00,0.296,Why Pfizer's Latest Deal Could Send Its Shares Soaring,0.0,0.784,0.216,1
2016-08-24 13:07:02,0.0,"Deals of the Day: Pfizer Does Another Deal, Bracing for a September IPO Spike",0.0,1.0,0.0,0
2016-08-24 13:40:34,-0.296,"Stocks Open Flat To Lower As Oil Dips; Lannett Surges, Intuit, Express Dive",0.155,0.845,0.0,-1
2016-08-24 13:45:18,0.0,AstraZeneca to sell molecule antibiotics business to Pfizer,0.0,1.0,0.0,0
2016-08-24 13:48:20,0.0,Pfizer to Acquire Rights to AstraZeneca's Antibiotics Business,0.0,1.0,0.0,0
2016-08-24 13:56:01,0.0,"Stock Market News for August 24, 2016",0.0,1.0,0.0,0
2016-08-24 14:00:38,0.0,Write A Prescription For More Pharma M&A With This ETF,0.0,1.0,0.0,0
2016-08-24 14:11:02,0.0,"Market News Over Summer Vacation: PFE, AZN, TSLA, LZB",0.0,1.0,0.0,0
2016-08-24 14:19:56,-0.128,[$$] AstraZeneca and Pfizer strike $1.6bn antibiotics deal,0.176,0.824,0.0,-1
2016-08-24 14:56:04,-0.2732,Risk Arbitrage Trading Strategies,0.412,0.588,0.0,-1
2016-08-24 15:04:05,0.0,Medivation: The Latest Analyst Recommendations,0.0,1.0,0.0,0
2016-08-24 15:17:00,0.0,[$$] Smaller Biotech Buyout Targets After Medivation,0.0,1.0,0.0,0
2016-08-24 15:39:54,0.0,[$$] Pfizer Buys Part of AstraZeneca's Antibiotics Business,0.0,1.0,0.0,0
2016-08-24 16:00:00,0.0,Pfizer to Buy Rival's Antibiotics Business (PFN),0.0,1.0,0.0,0
2016-08-24 16:59:00,0.2023,"Top trades for the 2nd half: Lending Club, Amgen & more",0.0,0.833,0.167,1
2016-08-24 17:25:46,0.0,AstraZeneca to sell antibiotic pills business to Pfizer,0.0,1.0,0.0,0
2016-08-24 18:42:24,0.0,Pfizer's $1.5 Billion Antibiotics Buy: Strategic Long-Term Planning Or Pre-Split Prep?,0.0,1.0,0.0,0
2016-08-24 18:50:00,-0.6249,Stocks Extend Decline as Crude Falls to One-Week Low,0.43,0.444,0.126,-1
2016-08-24 19:41:00,0.1759,"Dear Pfizer, Stop Overpaying for Acquisitions!",0.242,0.44,0.318,1
2016-08-24 20:03:00,-0.4019,"Crude Oil, Health Care Team Up to Pull Wall Street Lower",0.345,0.468,0.187,-1
2016-08-24 20:50:18,0.0,Biotech Stocks Seesaw As M&A Hopes Meet New Pricing Fears,0.206,0.588,0.206,0
2016-08-24 20:52:57,0.0,AstraZeneca Sells Antibiotics Business; Mallinckrodt Sheds Imaging Unit,0.0,1.0,0.0,0
2016-08-24 21:11:59,0.0,Pfizer on buying spree with AstraZeneca antibiotics deal,0.0,1.0,0.0,0
2016-08-24 21:27:00,0.0,Portfolio Manager: Is Pfizer Acquiring Too Quickly?,0.0,1.0,0.0,0
2016-08-24 22:45:51,0.3818,"Merck & Co., Inc. Features Slow and Steady Dividend Growth (MRK)",0.0,0.776,0.224,1
2016-08-24 22:46:37,0.0,"PFE, AZN: Pfizer Inc. to Buy AstraZeneca plc (ADR)’s Antibiotic Business",0.0,1.0,0.0,0
2016-08-24 22:46:55,0.0,"Trade of the Day: Achillion Pharmaceuticals, Inc. (NASDAQ:ACHN)",0.0,1.0,0.0,0
2016-08-25 00:41:09,0.836,Which Criteria Best Determine the Success of Mergers?,0.0,0.432,0.568,1
2016-08-25 01:31:00,-0.4215,"HEB Gets Some Respite, ITEK Awaits Data In Dec., NYMX Abuzz, FDA Snubs AMGN",0.189,0.732,0.079,-1
2016-08-25 01:35:00,0.0772,"HEB Gets Some Relief, ITEK Awaits Data In Dec., NYMX Abuzz, FDA Snubs AMGN",0.168,0.595,0.238,0
2016-08-25 02:48:00,0.0,Pfizer to Buy Some Of Astra's Antibiotics -- WSJ,0.0,1.0,0.0,0
2016-08-25 04:28:34,0.0,[$$] Pfizer Buys Part of AstraZeneca’s Antibiotics Business,0.0,1.0,0.0,0
2016-08-25 12:31:00,0.0,How Mylan And Pfizer Could Cause A Major Biotech Backlash,0.0,1.0,0.0,0
2016-08-25 12:45:54,0.4019,Major Pharma Short Interest Faces Significant Drop,0.193,0.367,0.44,1
2016-08-25 13:30:16,0.4588,"Allergan, Humana, Biogen: Billionaires’ Favorite Healthcare Stocks For Q3",0.0,0.727,0.273,1
2016-08-25 13:53:01,0.0,"Company News for August 25, 2016",0.0,1.0,0.0,0
2016-08-25 14:35:59,0.2732,Pfizer Can Stall the Decision to Split — Thanks to Medivation,0.142,0.63,0.228,1
2016-08-25 15:04:05,0.0,AstraZeneca’s Recent Product Developments,0.0,1.0,0.0,0
2016-08-25 16:04:30,0.4019,Why Roche Might Be Interested in BioMarin,0.0,0.69,0.31,1
2016-08-25 16:45:49,0.0,"Biotech Funds Bounce After Another Steep, Hillary-Induced Sell-Off",0.0,1.0,0.0,0
2016-08-25 17:18:03,0.0,Pfizer Inks a $1.6 Billion Deal with AstraZeneca,0.0,1.0,0.0,0
2016-08-25 19:18:00,0.0,Pfizer (PFE) Stock Earnings Estimates Raised at Jefferies on $14 Billion Medivation Deal,0.0,1.0,0.0,0
2016-08-25 19:19:08,0.0,Elliott Management Reduced Its Holding in Interpublic Group of Companies,0.0,1.0,0.0,0
2016-08-25 19:41:06,-0.4588,Will Pfizer Take a Beating After Its Celebrex Settlement?,0.3,0.7,0.0,-1
2016-08-25 19:45:02,0.0,Healthcare Drug Pricing a Factor for the Market on Wednesday,0.0,1.0,0.0,0
2016-08-25 20:47:24,-0.2003,Mylan NV (MYL): Stop Rewarding Big Pharma Greed!,0.382,0.368,0.25,-1
2016-08-25 21:45:41,-0.5267,Biotech Funds Are Routine Casualty As Political Rhetoric Ratchets Up,0.274,0.726,0.0,-1
2016-08-26 12:02:00,0.4019,"Game On for Pfizer With $14 Billion Medivation Buyout (or, Why Pfizer's Buyout of Medivation Could Be a Smart Move)",0.0,0.87,0.13,1
2016-08-26 13:20:00,0.2023,3 Top Stocks For Retirees,0.0,0.625,0.375,1
2016-08-26 13:24:01,0.5859,"Dow 30 Stock Roundup: Pfizer's Big Buy, Boeing's Big Win",0.0,0.703,0.297,1
2016-08-26 17:30:10,0.0,6 More Pharma Companies Selling Overpriced Drugs,0.0,1.0,0.0,0
2016-08-26 22:18:44,-0.6249,Can Novartis Tide Over the Alcon Crisis?,0.406,0.594,0.0,-1
